2016,225,Não,Sim,Não,Não,335204,918.4,Agropecuária,Lima Duarte,Em operação,-21.8673,-42.8953,MG
2017,229,Não,Sim,Não,Não,167602,459.2,Agropecuária,Monte Azul Paulista,Em operação,-20.90694,-48.639167,SP
2017,230,Não,Sim,Não,Não,134082,367.3,Agropecuária,Monte Belo,Em operação,-21.32194,-46.368611,MG
2017,231,Sim,Sim,Não,Não,1351544,3702.9,Agropecuária,Nova Esperança,Em operação,-23.17982,-52.182998,PR
2016,232,Não,Sim,Não,Não,167602,459.2,Agropecuária,Onça de Pitangui,Em operação,-19.7633,-44.7932,MG
2017,233,Não,Sim,Não,Não,167602,459.2,Agropecuária,Oratórios,Em operação,-20.426117,-42.8176,MG
2017,234,Não,Sim,Não,Não,189949,520.4,Agropecuária,Palmeiras do Tocantins,Em operação,-6.613889,-47.561111,TO
2017,235,Não,Sim,Não,Não,134082,367.3,Agropecuária,Pará de Minas,Em operação,-19.86,-44.6075,MG
2017,236,Não,Sim,Não,Não,134082,367.3,Agropecuária,Pará de Minas,Em operação,-19.8019,-44.6369,MG
2016,238,Não,Sim,Não,Não,268163,734.7,Agropecuária,Pará de Minas,Em operação,-19.85,-44.5515,MG
2016,239,Sim,Sim,Sim,Não,214531,587.8,Agropecuária,Patrocínio,Em operação,-18.87,-46.9018,MG
2019,240,Não,Sim,Não,Não,93857,257.1,Agropecuária,Pedras Grandes,Em operação,-28.574696,-49.245261,SC
2019,241,Não,Sim,Não,Não,391519,1072.7,Agropecuária,Perdizes,Em operação,-19.35167,-47.291389,MG
2016,242,Não,Sim ,Não,Não,589960,1616.3,Agropecuária,Piedade de Ponte Nova,Em operação,-20.24528,-42.734444,MG
2017,243,Não,Sim ,Não,Não,134082,367.3,Agropecuária,Piedade de Ponte Nova,Em operação,-20.2374,-42.7411,MG
2017,244,Não,Sim ,Não,Não,168049,460.4,Agropecuária,Piranga,Em operação,-20.683889,-43.296944,MG
2017,245,Não,Sim,Não,Não,589960,1616.3,Agropecuária,Piranga,Em operação,-20.683889,-43.296944,MG
2017,246,Não,Sim,Não,Não,167602,459.2,Agropecuária,Piranga,Em operação,-20.683889,-43.296944,MG
2014,247,Não,Sim,Não,Não,124100,340,Agropecuária,Pomerode,Em operação,-26.7375,-49.174167,SC
2016,248,Não,Sim,Não,Não,589960,1616.3,Agropecuária,Presidente Olegário,Em operação,-18.415833,-46.418611,MG
2016,249,Não,Sim,Não,Não,167602,459.2,Agropecuária,Rebouças,Em operação,-25.62361,-50.686667,PR
2017,250,Não,Sim,Não,Não,167602,459.2,Agropecuária,Rio Casca,Em operação,-20.225556,-42.649444,MG
2015,251,Não,Sim,Não,Não,268163,734.7,Agropecuária,Rio Verde,Em operação,-17.7925,-50.919444,GO
2015,252,Não,Sim,Não,Não,456146,1249.7,Agropecuária,Rio Verde,Em operação,-18.2301,-51.1015,GO
2017,253,Não,Sim,Não,Não,172072,471.4,Agropecuária,Rio Verde,Em operação,-17.7925,-50.919444,GO
2017,254,Não,Sim,Não,Não,167602,459.2,Agropecuária,Santa Cruz do Escalvado,Em operação,-20.235556,-42.814444,MG
2016,255,Não,Sim,Não,Não,166261,455.5,Agropecuária,São José da Varginha,Em operação,-19.70694,-44.557778,MG
2015,257,Não,Sim,Não,Não,150842,413.3,Agropecuária,Sorriso,Em operação,-13.2,-55.835,MT
2019,258,Não,Sim,Não,Não,1743063,4775.5,Agropecuária,Sorriso,Em operação,-12.54667,-55.726389,MT
2016,259,Sim,Sim,Não,Não,1117348,3061.2,Agropecuária,Tapurah,Em operação,-12.609,-56.444,MT
2019,260,Não,Sim,Não,Não,3486125,9551,Agropecuária,Tapurah,Em operação,-12.743056,-56.511667,MT
2017,261,Não,Sim,Não,Não,429062,1175.5,Agropecuária,Teixeiras,Em operação,-20.6028,-42.9058,MG
2017,262,Não,Sim,Não,Não,429062,1175.5,Agropecuária,Teixeiras,Em operação,-20.5687,-42.8617,MG
2016,263,Não,Sim,Não,Não,223470,612.2,Agropecuária,Três Passos,Em operação,-27.45583,-53.93,RS
2016,264,Não,Sim,Não,Não,286041,783.7,Agropecuária,Uberlândia,Em operação,-18.9636,-48.4571,MG
2015,265,Não,Sim,Não,Não,345253,945.9,Indústria,Uberlândia,Em operação,-18.9125,-48.275278,MG
2019,266,Não,Sim,Não,Não,178776,489.8,Agropecuária,Uberlândia,Em operação,-19.343,-48.991,MG
2016,267,Não,Sim,Não,Não,167602,459.2,Agropecuária,Urucânia,Em operação,-20.3654,-42.7321,MG
2017,268,Não,Sim,Não,Não,469286,1285.7,Agropecuária,Urucânia,Em operação,-20.3551,-42.7017,MG
2016,269,Não,Sim,Não,Não,134082,367.3,Agropecuária,Varjão de Minas,Em operação,-18.377778,-46.031389,MG
2018,270,Não,Sim,Não,Não,167602,459.2,Agropecuária,Santa Juliana,Em operação,-19.318,-47.548,MG
2018,271,Não,Sim,Não,Não,88494,242.4,Agropecuária,Ipuaçu,Em operação,-26.69528,-52.467778,SC
2018,272,Não,Sim,Não,Não,165949,454.7,Agropecuária,Coronel Macedo,Em operação,-23.62639,-49.310278,SP
2018,274,Não,Sim,Não,Não,194865,533.9,Agropecuária,Pará de Minas,Em operação,-19.86,-44.6075,MG
2018,276,Sim,Sim,Não,Não,328500,900,Agropecuária,Cachoeiro de Itapemirim,Em operação,-20.674392,-41.247907,ES
2018,277,Não,Sim,Não,Não,167602,459.2,Agropecuária,Ponte Nova,Em operação,-20.4,-42.89,MG
2018,278,Não,Sim,Não,Não,167602,459.2,Agropecuária,Elói Mendes,Em operação,-21.60972,-45.566111,MG
2018,279,Não,Sim,Não,Não,167602,459.2,Agropecuária,Jequeri,Em operação,-20.36,-42.6923,MG
2018,280,Não,Sim,Não,Não,132294,362.4,Agropecuária,Pinhalão,Em operação,-23.769,-50.0501,PR
2018,281,Não,Sim,Não,Não,292000,800,Agropecuária,Conceição do Pará,Em operação,-19.74611,-44.894722,MG
2018,282,Não,Sim,Não,Não,139668,382.7,Agropecuária,Inhumas,Em operação,-16.373056,-49.491667,GO
2018,283,Não,Sim,Não,Não,168049,460.4,Agropecuária,Ituiutaba,Em operação,-19.0609,-49.6536,MG
2017,284,Não,Sim,Não,Não,26280000,72000,RSU e Estação de Tratamento de Esgoto,Sabará,Em operação,-19.850574,-43.844386,MG
